codigo_instituicao,instituicao,codigo_curso,curso,vagas_iniciais,colocados,nota_ultimo_colocado,vagas_sobrantes,ano,fase,taxa_ocupacao,nome_universidade,nome_faculdade,course_id
0602,Universidade de Évora - Escola de Ciências e Tecnologia,9143,Geografia,25.0,25.0,113.2,0.0,2019,1,1.0,Universidade de Évora,Escola de Ciências e Tecnologia,9143_0602
1107,Universidade do Porto - Faculdade de Letras,9143,Geografia,69.0,69.0,133.4,0.0,2019,1,1.0,Universidade do Porto,Faculdade de Letras,9143_1107
1514,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,9143,Geografia,94.0,94.0,128.0,0.0,2019,1,1.0,Universidade de Lisboa,Instituto de Geografia e Ordenamento do Território,9143_1514
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9145,Geografia e Planeamento Regional,57.0,57.0,138.5,0.0,2019,1,1.0,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,9145_0902
0501,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,9146,Geologia,33.0,17.0,107.0,16.0,2019,1,0.5151515151515151,Universidade de Coimbra,Faculdade de Ciências e Tecnologia,9146_0501
0602,Universidade de Évora - Escola de Ciências e Tecnologia,9146,Geologia,10.0,1.0,118.6,9.0,2019,1,0.1,Universidade de Évora,Escola de Ciências e Tecnologia,9146_0602
1103,Universidade do Porto - Faculdade de Ciências,9146,Geologia,33.0,33.0,118.0,0.0,2019,1,1.0,Universidade do Porto,Faculdade de Ciências,9146_1103
1503,Universidade de Lisboa - Faculdade de Ciências,9146,Geologia,80.0,80.0,119.0,0.0,2019,1,1.0,Universidade de Lisboa,Faculdade de Ciências,9146_1503
0170,Universidade dos Açores - Faculdade de Economia e Gestão,9147,Gestão,50.0,50.0,120.7,0.0,2019,1,1.0,Universidade dos Açores,Faculdade de Economia e Gestão,9147_0170
0503,Universidade de Coimbra - Faculdade de Economia,9147,Gestão,89.0,89.0,159.5,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Economia,9147_0503
0604,Universidade de Évora - Escola de Ciências Sociais,9147,Gestão,65.0,65.0,137.8,0.0,2019,1,1.0,Universidade de Évora,Escola de Ciências Sociais,9147_0604
0904,Universidade Nova de Lisboa - Faculdade de Economia,9147,Gestão,195.0,195.0,176.5,0.0,2019,1,1.0,Universidade Nova de Lisboa,Faculdade de Economia,9147_0904
1104,Universidade do Porto - Faculdade de Economia,9147,Gestão,132.0,132.0,178.0,0.0,2019,1,1.0,Universidade do Porto,Faculdade de Economia,9147_1104
1202,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,9147,Gestão,56.0,56.0,155.2,0.0,2019,1,1.0,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,9147_1202
1308,Universidade da Madeira - Faculdade de Ciências Sociais,9147,Gestão,55.0,55.0,136.3,0.0,2019,1,1.0,Universidade da Madeira,Faculdade de Ciências Sociais,9147_1308
1517,Universidade de Lisboa - Instituto Superior de Economia e Gestão,9147,Gestão,168.0,168.0,159.5,0.0,2019,1,1.0,Universidade de Lisboa,Instituto Superior de Economia e Gestão,9147_1517
3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,9147,Gestão,80.0,80.0,126.6,0.0,2019,1,1.0,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,9147_3043
3054,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,9147,Gestão,35.0,21.0,108.5,13.0,2019,1,0.6,Instituto Politécnico de Castelo Branco,Escola Superior de Gestão de Idanha-a-Nova,9147_3054
3065,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,9147,Gestão,40.0,40.0,132.5,0.0,2019,1,1.0,Instituto Politécnico de Coimbra,Escola Superior de Tecnologia e Gestão de Oliveira do Hospital,9147_3065
3082,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",9147,Gestão,70.0,70.0,127.1,0.0,2019,1,1.0,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo",9147_3082
3087,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",9147,Gestão,30.0,30.0,106.1,0.0,2019,1,1.0,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",9147_3087
3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,9147,Gestão,45.0,41.0,105.0,0.0,2019,1,0.9111111111111111,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,9147_3092
3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,9147,Gestão,80.0,80.0,130.3,0.0,2019,1,1.0,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,9147_3102
3117,Instituto Politécnico de Lisboa - Instituto Superior de Contabilidade e Administração de Lisboa,9147,Gestão,104.0,104.0,153.1,0.0,2019,1,1.0,Instituto Politécnico de Lisboa,Instituto Superior de Contabilidade e Administração de Lisboa,9147_3117
3122,Instituto Politécnico de Portalegre - Escola Superior de Tecnologia e Gestão,9147,Gestão,45.0,21.0,110.0,20.0,2019,1,0.4666666666666667,Instituto Politécnico de Portalegre,Escola Superior de Tecnologia e Gestão,9147_3122
3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,9147,Gestão,54.0,54.0,142.2,0.0,2019,1,1.0,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,9147_3163
6800,ISCTE - Instituto Universitário de Lisboa,9147,Gestão,175.0,175.0,168.0,0.0,2019,1,1.0,ISCTE,Instituto Universitário de Lisboa,9147_6800
3082,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",9148,Gestão (regime noturno),23.0,7.0,120.3,13.0,2019,1,0.30434782608695654,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo",9148_3082
3087,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",9148,Gestão (regime noturno),23.0,0.0,118.0,22.0,2019,1,0.0,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo (Portimão)",9148_3087
3163,Instituto Politécnico de Viana do Castelo - Escola Superior de Tecnologia e Gestão,9148,Gestão (regime noturno),42.0,21.0,106.1,18.0,2019,1,0.5,Instituto Politécnico de Viana do Castelo,Escola Superior de Tecnologia e Gestão,9148_3163
0204,Universidade do Algarve - Faculdade de Economia,9152,Gestão de Empresas,55.0,55.0,137.0,0.0,2019,1,1.0,Universidade do Algarve,Faculdade de Economia,9152_0204
3023,Instituto Politécnico de Beja - Escola Superior de Tecnologia e de Gestão,9152,Gestão de Empresas,31.0,18.0,113.9,12.0,2019,1,0.5806451612903226,Instituto Politécnico de Beja,Escola Superior de Tecnologia e de Gestão,9152_3023
3031,Instituto Politécnico do Cávado e do Ave - Escola Superior de Gestão,9152,Gestão de Empresas,40.0,40.0,150.5,0.0,2019,1,1.0,Instituto Politécnico do Cávado e do Ave,Escola Superior de Gestão,9152_3031
3063,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,9152,Gestão de Empresas,100.0,100.0,143.2,0.0,2019,1,1.0,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,9152_3063
3143,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,9152,Gestão de Empresas,85.0,78.0,102.2,3.0,2019,1,0.9176470588235294,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,9152_3143
3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,9152,Gestão de Empresas,70.0,70.0,122.1,0.0,2019,1,1.0,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,9152_3182
3241,Instituto Politécnico de Tomar - Escola Superior de Gestão de Tomar,9152,Gestão de Empresas,50.0,24.0,100.6,25.0,2019,1,0.48,Instituto Politécnico de Tomar,Escola Superior de Gestão de Tomar,9152_3241
0906,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,9155,Gestão de Informação,56.0,56.0,171.3,0.0,2019,1,1.0,Universidade Nova de Lisboa,Instituto Superior de Estatística e Gestão de Informação,9155_0906
6800,ISCTE - Instituto Universitário de Lisboa,9156,Gestão de Marketing,40.0,40.0,161.5,0.0,2019,1,1.0,ISCTE,Instituto Universitário de Lisboa,9156_6800
1516,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,9157,Gestão de Recursos Humanos,66.0,66.0,154.0,0.0,2019,1,1.0,Universidade de Lisboa,Instituto Superior de Ciências Sociais e Políticas,9157_1516
3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,9157,Gestão de Recursos Humanos,37.0,37.0,109.3,0.0,2019,1,1.0,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,9157_3092
3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,9157,Gestão de Recursos Humanos,50.0,50.0,139.5,0.0,2019,1,1.0,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,9157_3153
6800,ISCTE - Instituto Universitário de Lisboa,9157,Gestão de Recursos Humanos,40.0,40.0,164.0,0.0,2019,1,1.0,ISCTE,Instituto Universitário de Lisboa,9157_6800
1510,Universidade de Lisboa - Faculdade de Motricidade Humana,9162,Gestão do Desporto,31.0,31.0,147.0,0.0,2019,1,1.0,Universidade de Lisboa,Faculdade de Motricidade Humana,9162_1510
3139,Instituto Politécnico do Porto - Escola Superior de Hotelaria e Turismo,9164,Gestão e Administração Hoteleira,45.0,45.0,158.7,0.0,2019,1,1.0,Instituto Politécnico do Porto,Escola Superior de Hotelaria e Turismo,9164_3139
3045,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",9165,Gestão e Administração Pública,55.0,10.0,100.9,44.0,2019,1,0.18181818181818182,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",9165_3045
3186,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,9168,Gestão e Informática,23.0,5.0,107.7,18.0,2019,1,0.21739130434782608,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Lamego,9168_3186
3054,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,9173,Gestão Hoteleira,35.0,13.0,95.0,20.0,2019,1,0.37142857142857144,Instituto Politécnico de Castelo Branco,Escola Superior de Gestão de Idanha-a-Nova,9173_3054
3082,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",9173,Gestão Hoteleira,45.0,45.0,120.5,0.0,2019,1,1.0,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo",9173_3082
3095,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,9173,Gestão Hoteleira,43.0,15.0,103.9,27.0,2019,1,0.3488372093023256,Instituto Politécnico da Guarda,Escola Superior de Turismo e Hotelaria,9173_3095
3054,Instituto Politécnico de Castelo Branco - Escola Superior de Gestão de Idanha-a-Nova,9177,Gestão Turística,30.0,8.0,121.3,22.0,2019,1,0.26666666666666666,Instituto Politécnico de Castelo Branco,Escola Superior de Gestão de Idanha-a-Nova,9177_3054
3105,Instituto Politécnico de Leiria - Escola Superior de Turismo e Tecnologia do Mar,9178,Gestão Turística e Hoteleira,50.0,50.0,118.5,0.0,2019,1,1.0,Instituto Politécnico de Leiria,Escola Superior de Turismo e Tecnologia do Mar,9178_3105
3186,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,9179,"Gestão Turística, Cultural e Patrimonial",23.0,8.0,104.2,15.0,2019,1,0.34782608695652173,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Lamego,9179_3186
0150,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,9181,História,20.0,16.0,118.5,4.0,2019,1,0.8,Universidade dos Açores,Faculdade de Ciências Sociais e Humanas,9181_0150
0505,Universidade de Coimbra - Faculdade de Letras,9181,História,63.0,63.0,138.0,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Letras,9181_0505
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9181,História,45.0,45.0,154.0,0.0,2019,1,1.0,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,9181_0902
1107,Universidade do Porto - Faculdade de Letras,9181,História,67.0,67.0,152.8,0.0,2019,1,1.0,Universidade do Porto,Faculdade de Letras,9181_1107
1506,Universidade de Lisboa - Faculdade de Letras,9181,História,61.0,61.0,143.0,0.0,2019,1,1.0,Universidade de Lisboa,Faculdade de Letras,9181_1506
0505,Universidade de Coimbra - Faculdade de Letras,9182,História da Arte,24.0,24.0,120.0,0.0,2019,1,1.0,Universidade de Coimbra,Faculdade de Letras,9182_0505
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9182,História da Arte,40.0,40.0,122.5,0.0,2019,1,1.0,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,9182_0902
1107,Universidade do Porto - Faculdade de Letras,9182,História da Arte,32.0,32.0,142.0,0.0,2019,1,1.0,Universidade do Porto,Faculdade de Letras,9182_1107
1506,Universidade de Lisboa - Faculdade de Letras,9182,História da Arte,40.0,40.0,121.0,0.0,2019,1,1.0,Universidade de Lisboa,Faculdade de Letras,9182_1506
3143,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,9185,Informática,66.0,16.0,113.6,50.0,2019,1,0.24242424242424243,Instituto Politécnico de Santarém,Escola Superior de Gestão e Tecnologia de Santarém,9185_3143
3043,Instituto Politécnico de Bragança - Escola Superior de Tecnologia e de Gestão de Bragança,9186,Informática de Gestão,50.0,3.0,109.3,47.0,2019,1,0.06,Instituto Politécnico de Bragança,Escola Superior de Tecnologia e de Gestão de Bragança,9186_3043
3063,Instituto Politécnico de Coimbra - Instituto Superior de Contabilidade e Administração de Coimbra,9186,Informática de Gestão,41.0,41.0,119.0,0.0,2019,1,1.0,Instituto Politécnico de Coimbra,Instituto Superior de Contabilidade e Administração de Coimbra,9186_3063
3045,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",9188,Informática e Comunicações,33.0,1.0,115.8,32.0,2019,1,0.030303030303030304,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",9188_3045
6800,ISCTE - Instituto Universitário de Lisboa,9189,Informática e Gestão de Empresas,60.0,60.0,151.5,0.0,2019,1,1.0,ISCTE,Instituto Universitário de Lisboa,9189_6800
3113,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,9191,Jornalismo,57.0,57.0,155.5,0.0,2019,1,1.0,Instituto Politécnico de Lisboa,Escola Superior de Comunicação Social,9191_3113
1107,Universidade do Porto - Faculdade de Letras,9192,Línguas Aplicadas,51.0,51.0,172.8,0.0,2019,1,1.0,Universidade do Porto,Faculdade de Letras,9192_1107
1202,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,9196,Línguas e Relações Empresariais,48.0,48.0,141.5,0.0,2019,1,1.0,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,9196_1202
1306,Universidade da Madeira - Faculdade de Artes e Humanidades,9196,Línguas e Relações Empresariais,36.0,36.0,136.2,0.0,2019,1,1.0,Universidade da Madeira,Faculdade de Artes e Humanidades,9196_1306
1107,Universidade do Porto - Faculdade de Letras,9197,Línguas e Relações Internacionais,47.0,47.0,179.0,0.0,2019,1,1.0,Universidade do Porto,Faculdade de Letras,9197_1107
0201,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,9204,"Línguas, Literaturas e Culturas",23.0,23.0,105.5,0.0,2019,1,1.0,Universidade do Algarve,Faculdade de Ciências Humanas e Sociais,9204_0201
0902,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,9204,"Línguas, Literaturas e Culturas",75.0,75.0,145.5,0.0,2019,1,1.0,Universidade Nova de Lisboa,Faculdade de Ciências Sociais e Humanas,9204_0902
1107,Universidade do Porto - Faculdade de Letras,9204,"Línguas, Literaturas e Culturas",79.0,79.0,160.8,0.0,2019,1,1.0,Universidade do Porto,Faculdade de Letras,9204_1107
1202,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,9204,"Línguas, Literaturas e Culturas",35.0,35.0,128.4,0.0,2019,1,1.0,Universidade de Trás-os-Montes e Alto Douro,Escola de Ciências Humanas e Sociais,9204_1202
1506,Universidade de Lisboa - Faculdade de Letras,9204,"Línguas, Literaturas e Culturas",211.0,211.0,139.0,0.0,2019,1,1.0,Universidade de Lisboa,Faculdade de Letras,9204_1506
3011,Universidade de Aveiro - Instituto Superior de Contabilidade e Administração de Aveiro,9205,Marketing,33.0,33.0,148.9,0.0,2019,1,1.0,Universidade de Aveiro,Instituto Superior de Contabilidade e Administração de Aveiro,9205_3011
3045,"Instituto Politécnico de Bragança - Escola Superior de Comunicação, Administração e Turismo de Mirandela",9205,Marketing,44.0,28.0,105.8,15.0,2019,1,0.6363636363636364,Instituto Politécnico de Bragança,"Escola Superior de Comunicação, Administração e Turismo de Mirandela",9205_3045
3082,"Universidade do Algarve - Escola Superior de Gestão, Hotelaria e Turismo",9205,Marketing,32.0,32.0,125.7,0.0,2019,1,1.0,Universidade do Algarve,"Escola Superior de Gestão, Hotelaria e Turismo",9205_3082
3092,Instituto Politécnico da Guarda - Escola Superior de Tecnologia e Gestão,9205,Marketing,28.0,22.0,109.9,3.0,2019,1,0.7857142857142857,Instituto Politécnico da Guarda,Escola Superior de Tecnologia e Gestão,9205_3092
3102,Instituto Politécnico de Leiria - Escola Superior de Tecnologia e Gestão,9205,Marketing,46.0,46.0,123.0,0.0,2019,1,1.0,Instituto Politécnico de Leiria,Escola Superior de Tecnologia e Gestão,9205_3102
3134,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,9205,Marketing,90.0,90.0,157.5,0.0,2019,1,1.0,Instituto Politécnico do Porto,Instituto Superior de Contabilidade e Administração do Porto,9205_3134
3153,Instituto Politécnico de Setúbal - Escola Superior de Ciências Empresariais,9205,Marketing,53.0,53.0,139.1,0.0,2019,1,1.0,Instituto Politécnico de Setúbal,Escola Superior de Ciências Empresariais,9205_3153
3182,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Viseu,9205,Marketing,42.0,42.0,122.8,0.0,2019,1,1.0,Instituto Politécnico de Viseu,Escola Superior de Tecnologia e Gestão de Viseu,9205_3182
